Timestamp(KST),BTC_Price($),1m_Rolling_Liq($),1m_Long_Liq($),1m_Short_Liq($),Liq_Threshold($),1m_OI_Speed(%),OI_Speed_Threshold(%),5s_Price_Delta($),1m_Price_Delta($),1m_Price_Slope,Signal,Bot_State
2026-08-29 07:26:44,77564,451672,240348,211323,150000,-0.0415,0.03,0.0,30.7,0.2882,LONG,STOPPED
2026-08-29 07:26:45,77564,451672,240348,211323,150000,-0.0415,0.03,0.0,30.7,0.2661,LONG,STOPPED
2026-08-29 07:26:46,77563,451672,240348,211323,150000,-0.0362,0.03,0.0,20.6,0.2441,LONG,STOPPED
2026-08-29 07:26:47,77564,451672,240348,211323,150000,-0.0362,0.03,0.0,20.6,0.2284,LONG,STOPPED
2026-08-29 07:26:48,77564,465134,253811,211323,150000,-0.0362,0.03,0.0,20.6,0.2284,LONG,STOPPED
2026-08-29 07:28:20,77582,310925,89200,221724,150000,-0.041,0.03,0.0,18.7,0.2633,LONG,STOPPED
2026-08-29 07:28:21,77582,310925,89200,221724,150000,-0.0415,0.03,0.0,18.7,0.2633,LONG,STOPPED
2026-08-29 07:28:22,77582,310925,89200,221724,150000,-0.0415,0.03,0.0,18.7,0.255,LONG,STOPPED
2026-08-29 07:28:23,77582,310925,89200,221724,150000,-0.0531,0.03,0.0,16.7,0.2444,LONG,STOPPED
2026-08-29 07:28:24,77582,282029,89200,192828,150000,-0.0531,0.03,0.0,15.7,0.238,LONG,STOPPED
2026-08-29 07:28:25,77582,282029,89200,192828,150000,-0.0553,0.03,0.0,14.7,0.2315,LONG,STOPPED
2026-08-29 07:28:26,77582,282029,89200,192828,150000,-0.0553,0.03,0.0,13.7,0.2251,LONG,STOPPED
2026-08-29 07:28:27,77582,282029,89200,192828,150000,-0.0552,0.03,0.0,12.7,0.2189,LONG,STOPPED
2026-08-29 07:28:33,77582,246432,89200,157231,150000,-0.0734,0.03,7.3,8.0,0.069,LONG,STOPPED
2026-08-29 07:28:34,77587,246432,89200,157231,150000,-0.0691,0.03,12.3,6.2,0.0932,LONG,STOPPED
2026-08-29 07:28:56,77581,179392,87409,91982,150000,-0.0765,0.03,0.0,8.5,0.0511,LONG,STOPPED
2026-08-29 07:28:57,77581,179392,87409,91982,150000,-0.0767,0.03,0.0,8.5,0.0373,LONG,STOPPED
2026-08-29 07:28:58,77581,179392,87409,91982,150000,-0.0756,0.03,0.0,8.5,0.0244,LONG,STOPPED
2026-08-29 07:28:59,77581,179392,87409,91982,150000,-0.0761,0.03,0.0,8.5,0.0122,LONG,STOPPED
2026-08-29 07:29:00,77581,179392,87409,91982,150000,-0.0761,0.03,0.0,5.3,0.0006,LONG,STOPPED
2026-08-29 07:29:11,77581,179392,87409,91982,150000,-0.0752,0.03,0.0,-8.0,-0.0653,SHORT,STOPPED
2026-08-29 07:29:12,77581,179392,87409,91982,150000,-0.0758,0.03,0.0,-13.4,-0.0613,SHORT,STOPPED
2026-08-29 07:34:33,77614,277256,62387,214868,150000,-0.0472,0.03,8.6,18.2,0.549,LONG,STOPPED
2026-08-29 07:34:34,77614,277256,62387,214868,150000,-0.0472,0.03,8.6,23.4,0.593,LONG,STOPPED
2026-08-29 07:34:35,77614,316063,62387,253675,150000,-0.0472,0.03,8.6,23.4,0.6281,LONG,STOPPED
2026-08-29 07:34:36,77614,316063,62387,253675,150000,-0.0472,0.03,8.6,23.4,0.6281,LONG,STOPPED
2026-08-29 07:34:37,77614,316063,62387,253675,150000,-0.0443,0.03,0.0,23.4,0.6826,LONG,STOPPED
2026-08-29 07:34:38,77614,316063,62387,253675,150000,-0.0443,0.03,0.0,23.4,0.7028,LONG,STOPPED
2026-08-29 07:34:39,77614,316063,62387,253675,150000,-0.0443,0.03,0.0,23.4,0.7189,LONG,STOPPED
2026-08-29 07:34:40,77614,316063,62387,253675,150000,-0.0443,0.03,0.0,23.4,0.7311,LONG,STOPPED
2026-08-29 07:34:41,77614,316063,62387,253675,150000,-0.0443,0.03,0.0,23.4,0.7398,LONG,STOPPED
2026-08-29 07:34:42,77614,316063,62387,253675,150000,-0.043,0.03,0.0,23.4,0.7452,LONG,STOPPED
2026-08-29 07:34:43,77614,316063,62387,253675,150000,-0.043,0.03,0.0,23.4,0.7477,LONG,STOPPED
2026-08-29 07:34:44,77614,316063,62387,253675,150000,-0.043,0.03,0.0,23.4,0.7477,LONG,STOPPED
2026-08-29 07:34:45,77614,316063,62387,253675,150000,-0.043,0.03,0.0,23.4,0.7448,LONG,STOPPED
2026-08-29 07:34:46,77614,316063,62387,253675,150000,-0.043,0.03,0.0,23.4,0.7399,LONG,STOPPED
2026-08-29 07:34:47,77614,316063,62387,253675,150000,-0.0427,0.03,0.0,23.4,0.733,LONG,STOPPED
2026-08-29 07:34:54,77605,316063,62387,253675,150000,-0.0452,0.03,0.0,14.9,0.484,LONG,STOPPED
2026-08-29 07:34:56,77605,238472,62387,176084,150000,-0.0454,0.03,0.0,14.9,0.4189,LONG,STOPPED
2026-08-29 07:34:57,77605,238472,62387,176084,150000,-0.0454,0.03,0.0,14.9,0.3885,LONG,STOPPED
2026-08-29 07:34:58,77605,238472,62387,176084,150000,-0.0454,0.03,0.0,14.9,0.3593,LONG,STOPPED
2026-08-29 07:34:59,77605,254031,62387,191643,150000,-0.0454,0.03,0.0,14.9,0.3314,LONG,STOPPED
2026-08-29 07:35:00,77605,254031,62387,191643,150000,-0.0454,0.03,0.0,14.9,0.3045,LONG,STOPPED
2026-08-29 07:35:01,77605,254031,62387,191643,150000,-0.0462,0.03,0.0,14.9,0.2789,LONG,STOPPED
2026-08-29 07:35:02,77605,254031,62387,191643,150000,-0.0462,0.03,0.0,14.9,0.2544,LONG,STOPPED
2026-08-29 07:35:03,77605,254031,62387,191643,150000,-0.0462,0.03,0.0,14.9,0.2309,LONG,STOPPED
2026-08-29 07:35:04,77605,254031,62387,191643,150000,-0.0671,0.03,0.0,14.9,0.2309,LONG,STOPPED
2026-08-29 07:35:05,77605,254031,62387,191643,150000,-0.0675,0.03,0.0,14.9,0.204,LONG,STOPPED
2026-08-29 07:35:06,77613,254031,62387,191643,150000,-0.0678,0.03,7.3,36.4,0.1946,LONG,STOPPED
2026-08-29 07:35:07,77614,240966,49323,191643,150000,-0.0678,0.03,8.4,37.5,0.1963,LONG,STOPPED
2026-08-29 07:35:08,77614,240966,49323,191643,150000,-0.068,0.03,8.5,37.5,0.1958,LONG,STOPPED
2026-08-29 07:35:09,77614,240966,49323,191643,150000,-0.068,0.03,8.5,37.5,0.1935,LONG,STOPPED
2026-08-29 07:35:10,77614,240966,49323,191643,150000,-0.088,0.03,8.5,37.5,0.1894,LONG,STOPPED
2026-08-29 07:35:11,77614,240966,49323,191643,150000,-0.0897,0.03,1.1,37.5,0.1838,LONG,STOPPED
2026-08-29 07:35:12,77614,240966,49323,191643,150000,-0.0897,0.03,1.1,37.5,0.1838,LONG,STOPPED
2026-08-29 07:35:13,77614,240966,49323,191643,150000,-0.0905,0.03,1.1,37.5,0.1767,LONG,STOPPED
2026-08-29 07:35:14,77614,240966,49323,191643,150000,-0.0905,0.03,0.0,37.5,0.1589,LONG,STOPPED
2026-08-29 07:35:15,77614,240966,49323,191643,150000,-0.0905,0.03,0.0,37.5,0.1484,LONG,STOPPED
2026-08-29 07:35:16,77614,240966,49323,191643,150000,-0.0907,0.03,0.0,27.8,0.137,LONG,STOPPED
2026-08-29 07:35:17,77614,191745,49323,142422,150000,-0.0908,0.03,0.0,27.8,0.1307,LONG,STOPPED
2026-08-29 07:35:18,77614,191745,49323,142422,150000,-0.0908,0.03,0.0,22.6,0.1235,LONG,STOPPED
2026-08-29 07:35:19,77614,215029,49323,165706,150000,-0.0921,0.03,0.0,20.6,0.1187,LONG,STOPPED
2026-08-29 07:35:20,77614,215029,49323,165706,150000,-0.0921,0.03,0.0,20.6,0.1144,LONG,STOPPED
2026-08-29 07:35:21,77614,339289,49323,289966,150000,-0.0791,0.03,0.0,20.6,0.1144,LONG,STOPPED
2026-08-29 07:35:22,77614,339289,49323,289966,150000,-0.0791,0.03,0.0,0.1,0.1039,LONG,STOPPED
2026-08-29 07:35:23,77614,310067,49323,260744,150000,-0.0791,0.03,0.0,7.2,0.1102,LONG,STOPPED
2026-08-29 07:35:24,77614,282635,21891,260744,150000,-0.0791,0.03,0.0,7.7,0.1114,LONG,STOPPED
2026-08-29 07:35:25,77614,282635,21891,260744,150000,-0.0791,0.03,0.0,8.5,0.1117,LONG,STOPPED
2026-08-29 07:35:26,77614,260744,0,260744,150000,-0.0628,0.03,0.0,8.5,0.1109,LONG,STOPPED
2026-08-29 07:35:27,77614,221941,0,221941,150000,-0.0628,0.03,0.0,8.5,0.1096,LONG,STOPPED
2026-08-29 07:35:28,77614,221941,0,221941,150000,-0.063,0.03,0.0,8.5,0.1079,LONG,STOPPED
2026-08-29 07:35:29,77614,221941,0,221941,150000,-0.063,0.03,0.0,8.5,0.1079,LONG,STOPPED
2026-08-29 07:35:30,77627,201909,0,201909,150000,-0.063,0.03,12.9,12.8,0.1587,LONG,STOPPED
2026-08-29 07:35:31,77627,201909,0,201909,150000,-0.0912,0.03,12.9,12.8,0.206,LONG,STOPPED
2026-08-29 07:35:32,77627,201909,0,201909,150000,-0.0912,0.03,12.9,12.8,0.2482,LONG,STOPPED
2026-08-29 07:35:33,77627,201909,0,201909,150000,-0.0717,0.03,12.9,12.8,0.2857,LONG,STOPPED
2026-08-29 07:35:34,77627,201909,0,201909,150000,-0.0716,0.03,12.9,12.8,0.3188,LONG,STOPPED
2026-08-29 07:35:35,77631,540722,312054,228667,150000,-0.0716,0.03,4.8,17.5,0.3662,LONG,STOPPED
2026-08-29 07:35:36,77632,540722,312054,228667,150000,-0.0735,0.03,4.8,17.5,0.408,LONG,STOPPED
2026-08-29 07:35:37,77632,540722,312054,228667,150000,-0.0735,0.03,4.8,17.5,0.408,LONG,STOPPED
2026-08-29 07:35:38,77631,540722,312054,228667,150000,-0.0736,0.03,4.8,17.5,0.4445,LONG,STOPPED
2026-08-29 07:35:39,77631,540722,312054,228667,150000,-0.0737,0.03,4.7,17.5,0.5035,LONG,STOPPED
2026-08-29 07:35:40,77632,540722,312054,228667,150000,-0.0872,0.03,0.0,17.5,0.5265,LONG,STOPPED
2026-08-29 07:35:41,77631,540722,312054,228667,150000,-0.0872,0.03,0.0,17.5,0.5457,LONG,STOPPED
2026-08-29 07:35:42,77632,540722,312054,228667,150000,-0.0885,0.03,0.0,17.6,0.5615,LONG,STOPPED
2026-08-29 07:35:43,77632,540722,312054,228667,150000,-0.0885,0.03,0.0,17.6,0.5739,LONG,STOPPED
2026-08-29 07:35:44,77632,540722,312054,228667,150000,-0.0857,0.03,0.0,17.5,0.5834,LONG,STOPPED
2026-08-29 07:35:45,77632,540722,312054,228667,150000,-0.0857,0.03,0.0,17.5,0.5901,LONG,STOPPED
2026-08-29 07:35:46,77631,540722,312054,228667,150000,-0.0851,0.03,0.0,17.5,0.5943,LONG,STOPPED
2026-08-29 07:35:47,77631,540722,312054,228667,150000,-0.0851,0.03,0.0,17.5,0.5943,LONG,STOPPED
2026-08-29 07:35:48,77632,540722,312054,228667,150000,-0.0837,0.03,0.0,19.5,0.5963,LONG,STOPPED
2026-08-29 07:35:49,77632,540722,312054,228667,150000,-0.0837,0.03,0.0,26.1,0.5876,LONG,STOPPED
2026-08-29 07:35:50,77632,540722,312054,228667,150000,-0.0837,0.03,0.0,26.1,0.5787,LONG,STOPPED
2026-08-29 07:35:51,77631,540722,312054,228667,150000,-0.0834,0.03,0.0,26.1,0.5682,LONG,STOPPED
2026-08-29 07:35:52,77632,540722,312054,228667,150000,-0.0837,0.03,0.0,26.1,0.5565,LONG,STOPPED
2026-08-29 07:35:53,77631,540722,312054,228667,150000,-0.0837,0.03,0.0,26.1,0.5436,LONG,STOPPED
2026-08-29 07:35:54,77638,589736,312054,277681,150000,-0.0833,0.03,6.0,32.1,0.5531,LONG,STOPPED
2026-08-29 07:35:55,77637,589736,312054,277681,150000,-0.0833,0.03,6.0,32.1,0.5592,LONG,STOPPED
2026-08-29 07:35:56,77638,589736,312054,277681,150000,-0.0833,0.03,6.0,32.1,0.5624,LONG,STOPPED
2026-08-29 07:35:57,77638,589736,312054,277681,150000,-0.0833,0.03,6.0,32.1,0.5624,LONG,STOPPED
2026-08-29 07:35:58,77637,589736,312054,277681,150000,-0.0833,0.03,6.0,32.1,0.5628,LONG,STOPPED
2026-08-29 07:35:59,77638,574177,312054,262122,150000,-0.084,0.03,6.0,32.1,0.5563,LONG,STOPPED
2026-08-29 07:36:00,77637,574177,312054,262122,150000,-0.0832,0.03,0.0,32.1,0.5499,LONG,STOPPED
2026-08-29 07:36:01,77643,574177,312054,262122,150000,-0.0832,0.03,5.2,37.3,0.5617,LONG,STOPPED
2026-08-29 07:36:02,77643,574177,312054,262122,150000,-0.0992,0.03,5.2,37.3,0.5699,LONG,STOPPED
2026-08-29 07:36:03,77654,641591,312054,329537,150000,-0.0992,0.03,16.7,48.9,0.6196,LONG,STOPPED
2026-08-29 07:36:04,77643,641591,312054,329537,150000,-0.0784,0.03,5.2,37.3,0.6167,LONG,STOPPED
2026-08-29 07:36:05,77643,641591,312054,329537,150000,-0.0851,0.03,5.2,30.0,0.6112,LONG,STOPPED
2026-08-29 07:36:06,77643,641591,312054,329537,150000,-0.0847,0.03,0.0,28.8,0.608,LONG,STOPPED
2026-08-29 07:36:07,77643,641591,312054,329537,150000,-0.0847,0.03,0.0,28.8,0.6032,LONG,STOPPED
2026-08-29 07:36:11,77643,686059,356522,329537,150000,-0.0646,0.03,0.0,28.8,0.566,LONG,STOPPED
2026-08-29 07:36:14,77643,686059,356522,329537,150000,-0.0622,0.03,0.0,28.8,0.5237,LONG,STOPPED
2026-08-29 07:36:15,77643,686059,356522,329537,150000,-0.0622,0.03,0.0,28.8,0.5076,LONG,STOPPED
2026-08-29 07:36:16,77643,686059,356522,329537,150000,-0.0619,0.03,0.0,28.8,0.4907,LONG,STOPPED
2026-08-29 07:36:17,77643,686059,356522,329537,150000,-0.0618,0.03,0.0,28.8,0.4907,LONG,STOPPED
2026-08-29 07:36:18,77643,686059,356522,329537,150000,-0.0618,0.03,0.0,28.8,0.4732,LONG,STOPPED
2026-08-29 07:36:19,77643,662774,356522,306252,150000,-0.0604,0.03,0.0,28.8,0.4364,LONG,STOPPED
2026-08-29 07:36:20,77643,662774,356522,306252,150000,-0.0604,0.03,0.0,28.8,0.4173,LONG,STOPPED
2026-08-29 07:36:21,77643,603791,356522,247269,150000,-0.0595,0.03,0.0,28.8,0.3978,LONG,STOPPED
2026-08-29 07:36:22,77643,603791,356522,247269,150000,-0.0595,0.03,0.0,28.8,0.3781,LONG,STOPPED
2026-08-29 07:36:23,77643,603791,356522,247269,150000,-0.0595,0.03,0.0,28.8,0.3582,LONG,STOPPED
2026-08-29 07:36:24,77643,603791,356522,247269,150000,-0.0595,0.03,0.0,28.8,0.3381,LONG,STOPPED
2026-08-29 07:36:25,77643,603791,356522,247269,150000,-0.0595,0.03,0.0,28.8,0.3179,LONG,STOPPED
2026-08-29 07:36:26,77643,603791,356522,247269,150000,-0.0595,0.03,0.0,28.8,0.3179,LONG,STOPPED
2026-08-29 07:36:27,77643,603791,356522,247269,150000,-0.0591,0.03,0.0,28.8,0.2977,LONG,STOPPED
2026-08-29 07:36:28,77643,603791,356522,247269,150000,-0.0589,0.03,0.0,28.8,0.2573,LONG,STOPPED
2026-08-29 07:36:29,77643,603791,356522,247269,150000,-0.0588,0.03,0.0,15.9,0.2372,LONG,STOPPED
2026-08-29 07:36:30,77650,618764,356522,262242,150000,-0.0588,0.03,6.8,22.8,0.2516,LONG,STOPPED
2026-08-29 07:36:31,77662,652738,356522,296216,150000,-0.0306,0.03,19.5,35.4,0.3126,LONG,STOPPED
2026-08-29 07:36:32,77662,862766,566549,296216,150000,-0.0306,0.03,19.5,35.4,0.3661,LONG,STOPPED
2026-08-29 07:37:04,77664,475961,254494,221467,150000,0.0301,0.03,0.0,20.8,0.4134,LONG,STOPPED
2026-08-29 07:37:05,77663,475961,254494,221467,150000,0.0301,0.03,0.0,20.8,0.3978,LONG,STOPPED
2026-08-29 07:37:06,77663,475961,254494,221467,150000,0.0305,0.03,0.0,20.8,0.382,LONG,STOPPED
2026-08-29 07:37:07,77664,475961,254494,221467,150000,0.0305,0.03,0.0,20.8,0.3659,LONG,STOPPED
2026-08-29 07:37:08,77663,475961,254494,221467,150000,0.0303,0.03,0.0,20.8,0.3497,LONG,STOPPED
2026-08-29 07:37:09,77664,475961,254494,221467,150000,0.0303,0.03,0.0,20.8,0.3333,LONG,STOPPED
2026-08-29 07:37:10,77664,475961,254494,221467,150000,0.0303,0.03,0.0,20.8,0.3168,LONG,STOPPED
2026-08-29 07:37:11,77664,431494,210027,221467,150000,0.0303,0.03,0.0,20.8,0.3168,LONG,STOPPED
2026-08-29 07:37:12,77663,431494,210027,221467,150000,0.0303,0.03,0.0,20.8,0.3003,LONG,STOPPED
2026-08-29 07:37:13,77664,431494,210027,221467,150000,0.0303,0.03,0.0,20.8,0.2673,LONG,STOPPED
2026-08-29 07:39:24,77699,561098,269722,291375,150000,-0.0329,0.03,0.0,49.6,0.6701,LONG,STOPPED
2026-08-29 07:39:25,77699,581099,269722,311376,150000,-0.0329,0.03,0.0,49.5,0.6564,LONG,STOPPED
2026-08-29 07:39:26,77699,581099,269722,311376,150000,-0.0329,0.03,0.0,49.5,0.6404,LONG,STOPPED
2026-08-29 07:39:27,77699,581099,269722,311376,150000,-0.0329,0.03,0.0,49.5,0.6404,LONG,STOPPED
2026-08-29 07:39:28,77699,566468,269722,296745,150000,-0.0348,0.03,0.0,49.5,0.6226,LONG,STOPPED
2026-08-29 07:39:29,77699,566468,269722,296745,150000,-0.0348,0.03,0.0,38.0,0.5889,LONG,STOPPED
2026-08-29 07:39:30,77700,861182,269722,591459,150000,-0.0348,0.03,0.0,38.0,0.5734,LONG,STOPPED
2026-08-29 07:39:31,77700,861182,269722,591459,150000,-0.0333,0.03,0.0,38.0,0.5565,LONG,STOPPED
2026-08-29 07:39:32,77700,861182,269722,591459,150000,-0.0332,0.03,0.0,38.0,0.5384,LONG,STOPPED
2026-08-29 07:39:33,77700,861182,269722,591459,150000,-0.0332,0.03,0.0,38.0,0.5192,LONG,STOPPED
2026-08-29 07:39:34,77700,861182,269722,591459,150000,-0.0334,0.03,0.0,38.0,0.4991,LONG,STOPPED
2026-08-29 07:39:35,77700,861182,269722,591459,150000,-0.0367,0.03,0.0,38.0,0.4991,LONG,STOPPED
2026-08-29 07:39:36,77700,861182,269722,591459,150000,-0.0367,0.03,0.0,38.0,0.4566,LONG,STOPPED
2026-08-29 07:39:37,77700,861182,269722,591459,150000,-0.0363,0.03,0.0,38.0,0.4345,LONG,STOPPED
2026-08-29 07:39:38,77700,861182,269722,591459,150000,-0.0363,0.03,0.0,28.4,0.4118,LONG,STOPPED
2026-08-29 07:39:39,77700,861182,269722,591459,150000,-0.0362,0.03,0.0,25.8,0.3946,LONG,STOPPED
2026-08-29 07:39:40,77700,861182,269722,591459,150000,-0.0355,0.03,0.0,24.0,0.3786,LONG,STOPPED
2026-08-29 07:39:41,77700,861182,269722,591459,150000,-0.0355,0.03,0.0,20.0,0.3632,LONG,STOPPED
2026-08-29 07:39:42,77700,861182,269722,591459,150000,-0.0355,0.03,0.0,16.0,0.3499,LONG,STOPPED
2026-08-29 07:39:43,77700,861182,269722,591459,150000,-0.0341,0.03,0.0,16.0,0.3499,LONG,STOPPED
2026-08-29 07:40:13,77711,513980,16497,497483,150000,-0.0336,0.03,11.2,20.9,0.1421,LONG,STOPPED
2026-08-29 07:40:14,77711,468980,16497,452483,150000,-0.0336,0.03,11.2,15.4,0.1898,LONG,STOPPED
2026-08-29 07:40:17,77713,331211,16497,314714,150000,-0.0315,0.03,2.2,13.3,0.2546,LONG,STOPPED
2026-08-29 07:40:18,77713,314714,0,314714,150000,-0.0313,0.03,2.0,13.2,0.2768,LONG,STOPPED
2026-08-29 07:40:19,77713,314714,0,314714,150000,-0.0313,0.03,2.0,13.2,0.296,LONG,STOPPED
2026-08-29 07:40:20,77713,314714,0,314714,150000,-0.0313,0.03,2.0,13.2,0.3123,LONG,STOPPED
2026-08-29 07:40:21,77713,314714,0,314714,150000,-0.0322,0.03,2.0,13.2,0.3123,LONG,STOPPED
2026-08-29 07:40:23,77713,314714,0,314714,150000,-0.0319,0.03,0.0,13.2,0.3464,LONG,STOPPED
2026-08-29 09:16:46,77876,385350,0,385350,200000,0.1443,0.14,0.0,52.2,1.0306,LONG,STOPPED
2026-08-29 09:16:47,77876,404163,0,404163,200000,0.1443,0.14,0.0,52.2,1.0306,LONG,STOPPED
2026-08-29 09:16:48,77891,504320,0,504320,200000,0.1443,0.14,14.6,66.8,1.2736,LONG,STOPPED
2026-08-29 09:16:49,77891,504320,0,504320,200000,0.1439,0.14,14.6,66.8,1.3873,LONG,STOPPED
2026-08-29 09:16:50,77891,504320,0,504320,200000,0.1439,0.14,14.6,66.8,1.4854,LONG,STOPPED
2026-08-29 09:16:51,77891,504320,0,504320,200000,0.1439,0.14,14.6,66.8,1.5691,LONG,STOPPED
2026-08-29 09:16:52,77891,504320,0,504320,200000,0.1447,0.14,8.4,66.8,1.6395,LONG,STOPPED
2026-08-29 09:16:53,77891,504320,0,504320,200000,0.1447,0.14,8.4,66.8,1.6976,LONG,STOPPED
2026-08-29 09:16:54,77891,504320,0,504320,200000,0.1447,0.14,8.4,66.8,1.6976,LONG,STOPPED
2026-08-29 09:16:55,77891,504320,0,504320,200000,0.142,0.14,0.0,66.8,1.7443,LONG,STOPPED
2026-08-29 09:16:56,77891,504320,0,504320,200000,0.142,0.14,0.0,66.8,1.8074,LONG,STOPPED
2026-08-29 09:16:57,77891,504320,0,504320,200000,0.142,0.14,0.0,66.8,1.8253,LONG,STOPPED
2026-08-29 09:16:58,77891,504320,0,504320,200000,0.142,0.14,0.0,66.8,1.8352,LONG,STOPPED
2026-08-29 09:16:59,77891,504320,0,504320,200000,0.142,0.14,0.0,66.8,1.8378,LONG,STOPPED
2026-08-29 09:17:00,77891,504320,0,504320,200000,0.1422,0.14,0.0,66.8,1.8335,LONG,STOPPED
2026-08-29 09:17:01,77891,558844,0,558844,200000,0.1402,0.14,0.0,66.8,1.8232,LONG,STOPPED
2026-08-29 09:17:02,77891,558844,0,558844,200000,0.1402,0.14,0.0,66.8,1.8232,LONG,STOPPED
2026-08-29 09:17:03,77891,558844,0,558844,200000,0.1412,0.14,0.0,66.8,1.7865,LONG,STOPPED
2026-08-29 09:17:04,77891,558844,0,558844,200000,0.141,0.14,0.0,66.8,1.7612,LONG,STOPPED
2026-08-29 09:17:05,77891,558844,0,558844,200000,0.141,0.14,0.0,66.8,1.7317,LONG,STOPPED
2026-08-29 09:17:06,77891,558844,0,558844,200000,0.1409,0.14,0.0,66.8,1.6985,LONG,STOPPED
2026-08-29 09:17:07,77891,570747,0,570747,200000,0.1419,0.14,0.0,66.8,1.6621,LONG,STOPPED
2026-08-29 09:17:08,77891,570747,0,570747,200000,0.1419,0.14,0.0,66.8,1.6228,LONG,STOPPED
2026-08-29 09:17:09,77891,570747,0,570747,200000,0.1419,0.14,0.0,66.8,1.6228,LONG,STOPPED
2026-08-29 09:17:10,77891,570747,0,570747,200000,0.1415,0.14,0.0,66.8,1.581,LONG,STOPPED
2026-08-29 09:17:11,77891,570747,0,570747,200000,0.1415,0.14,0.0,66.8,1.4906,LONG,STOPPED
2026-08-29 09:17:12,77891,570747,0,570747,200000,0.1415,0.14,0.0,66.8,1.4428,LONG,STOPPED
2026-08-29 09:17:13,77891,570747,0,570747,200000,0.1413,0.14,0.0,66.8,1.3936,LONG,STOPPED
2026-08-29 09:17:14,77891,570747,0,570747,200000,0.1413,0.14,0.0,66.8,1.343,LONG,STOPPED
2026-08-29 09:17:15,77891,570747,0,570747,200000,0.1413,0.14,0.0,66.8,1.2914,LONG,STOPPED
2026-08-29 09:17:16,77891,570747,0,570747,200000,0.1413,0.14,0.0,66.8,1.239,LONG,STOPPED
2026-08-29 09:17:17,77891,570747,0,570747,200000,0.1413,0.14,0.0,66.8,1.239,LONG,STOPPED
2026-08-29 09:17:18,77891,570747,0,570747,200000,0.1413,0.14,0.0,66.8,1.1325,LONG,STOPPED
2026-08-29 09:17:19,77891,570747,0,570747,200000,0.1415,0.14,0.0,66.8,1.0787,LONG,STOPPED
2026-08-29 09:17:20,77891,570747,0,570747,200000,0.1415,0.14,0.0,66.8,1.0247,LONG,STOPPED
2026-08-29 09:17:21,77891,570747,0,570747,200000,0.1415,0.14,0.0,66.8,0.9706,LONG,STOPPED
2026-08-29 09:17:22,77891,570747,0,570747,200000,0.1418,0.14,0.0,66.8,0.9166,LONG,STOPPED
2026-08-29 09:17:23,77891,570747,0,570747,200000,0.1418,0.14,0.0,66.8,0.8627,LONG,STOPPED
2026-08-29 09:17:24,77891,570747,0,570747,200000,0.1419,0.14,0.0,66.8,0.8091,LONG,STOPPED
2026-08-29 09:17:25,77891,830356,259609,570747,200000,0.1419,0.14,0.0,66.8,0.8091,LONG,STOPPED
2026-08-29 09:17:39,77861,830356,259609,570747,200000,0.2328,0.14,0.0,-15.1,-0.7481,SHORT,STOPPED
2026-08-29 09:17:40,77861,445005,259609,185396,200000,0.2332,0.14,0.0,-15.1,-0.7657,SHORT,STOPPED
2026-08-29 09:17:41,77861,445005,259609,185396,200000,0.2332,0.14,0.0,-15.1,-0.7657,SHORT,STOPPED
